Refrigerant,Molecular weight,Predicted crit temp /K,Acentric factor,No. of C,No. of F,No. of C=C,Temp /K,Liquid spec vol /[m^3/mol],Vapour spec vol /[m^3/mol],Vapour pressure /Pa,Dipole moment,Polarisability,Predicted crit pressure /Pa
R 1132 (E),64.03,394.0776877,0.21,2,2,1,221.4287948,5.31E-05,0.049602513,36761.12085,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,223.3839361,5.33E-05,0.044803711,41021.83118,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,225.3275037,5.35E-05,0.040577139,45646.33004,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,227.259566,5.37E-05,0.03684352,50653.19441,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,229.1801912,5.39E-05,0.033535927,56061.08184,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,231.0894469,5.40E-05,0.030597661,61888.68964,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,232.9874006,5.42E-05,0.027980531,68154.71535,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,234.874119,5.44E-05,0.025643443,74877.81819,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,236.7496687,5.46E-05,0.023551248,82076.58215,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,238.6141158,5.48E-05,0.021673787,89769.48043,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,240.4675261,5.50E-05,0.019985114,97974.84159,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,242.3099648,5.52E-05,0.018462836,106710.8173,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,244.1414969,5.54E-05,0.017087581,115995.3521,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,245.962187,5.56E-05,0.015842539,125846.1544,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,247.7720993,5.58E-05,0.01471309,136280.6702,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,249.5712975,5.59E-05,0.013686486,147316.0579,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,251.3598451,5.61E-05,0.012751584,158969.165,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,253.1378051,5.63E-05,0.011898619,171256.5075,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,254.9052402,5.65E-05,0.011119018,184194.25,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,256.6622127,5.67E-05,0.010405233,197798.1881,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,258.4087846,5.69E-05,0.009750608,212083.733,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,260.1450173,5.71E-05,0.009149259,227065.8969,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,261.8709722,5.74E-05,0.008595975,242759.2809,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,263.58671,5.76E-05,0.008086131,259178.0639,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,265.2922913,5.78E-05,0.007615615,276335.9935,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,266.9877761,5.80E-05,0.007180763,294246.3783,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,268.6732243,5.82E-05,0.006778306,312922.0809,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,270.3486952,5.84E-05,0.006405318,332375.5139,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,272.0142479,5.86E-05,0.006059183,352618.6353,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,273.6699411,5.88E-05,0.005737551,373662.9464,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,275.3158332,5.91E-05,0.00543831,395519.4906,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,276.9519821,5.93E-05,0.005159561,418198.8528,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,278.5784457,5.95E-05,0.00489959,441711.1604,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,280.1952812,5.97E-05,0.004656851,466066.085,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,281.8025455,6.00E-05,0.004429945,491272.8452,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,283.4002954,6.02E-05,0.004217606,517340.2098,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,284.9885872,6.04E-05,0.004018685,544276.5022,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,286.5674769,6.06E-05,0.003832139,572089.6055,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,288.1370201,6.09E-05,0.003657019,600786.9678,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,289.6972722,6.11E-05,0.003492463,630375.6088,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,291.2482881,6.14E-05,0.003337683,660862.1262,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,292.7901226,6.16E-05,0.00319196,692252.7035,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,294.3228299,6.18E-05,0.003054637,724553.1172,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,295.8464641,6.21E-05,0.002925114,757768.7454,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,297.361079,6.23E-05,0.00280284,791904.5761,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,298.8667279,6.26E-05,0.002687309,826965.2161,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,300.3634638,6.28E-05,0.002578059,862954.9003,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,301.8513397,6.31E-05,0.002474662,899877.501,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,303.3304078,6.34E-05,0.002376726,937736.5375,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,304.8007203,6.36E-05,0.002283891,976535.1861,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,306.2623291,6.39E-05,0.002195822,1016276.29,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,307.7152857,6.41E-05,0.002112213,1056962.369,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,309.1596414,6.44E-05,0.002032778,1098595.632,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,310.5954469,6.47E-05,0.001957256,1141177.983,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,312.022753,6.50E-05,0.001885402,1184711.035,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,313.4416099,6.52E-05,0.001816992,1229196.122,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,314.8520677,6.55E-05,0.001751816,1274634.303,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,316.254176,6.58E-05,0.001689679,1321026.38,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,317.6479844,6.61E-05,0.001630403,1368372.903,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,319.0335419,6.64E-05,0.001573818,1416674.183,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,320.4108975,6.67E-05,0.001519769,1465930.305,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,321.7800995,6.70E-05,0.00146811,1516141.132,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,323.1411964,6.73E-05,0.001418705,1567306.32,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,324.494236,6.76E-05,0.001371429,1619425.329,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,325.8392661,6.79E-05,0.001326164,1672497.43,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,327.1763342,6.82E-05,0.001282798,1726521.72,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,328.5054872,6.86E-05,0.001241228,1781497.126,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,329.8267721,6.89E-05,0.001201359,1837422.421,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,331.1402355,6.92E-05,0.001163099,1894296.231,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,332.4459237,6.95E-05,0.001126365,1952117.047,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,333.7438826,6.99E-05,0.001091075,2010883.232,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,335.0341581,7.02E-05,0.001057156,2070593.033,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,336.3167956,7.06E-05,0.001024538,2131244.594,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,337.5918403,7.09E-05,0.000993154,2192835.96,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,338.8593372,7.13E-05,0.000962944,2255365.09,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,340.119331,7.17E-05,0.000933847,2318829.868,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,341.371866,7.20E-05,0.00090581,2383228.109,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,342.6169865,7.24E-05,0.000878781,2448557.575,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,343.8547363,7.28E-05,0.000852711,2514815.977,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,345.0851591,7.32E-05,0.000827553,2582000.994,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,346.3082982,7.36E-05,0.000803264,2650110.274,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,347.5241967,7.40E-05,0.000779804,2719141.452,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,348.7328976,7.45E-05,0.000757132,2789092.152,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,349.9344434,7.49E-05,0.000735213,2859960.008,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,351.1288764,7.53E-05,0.000714011,2931742.663,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,352.3162388,7.58E-05,0.000693493,3004437.787,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,353.4965725,7.62E-05,0.000673627,3078043.088,0,19.949,6610110.614
R 1132 (E),64.03,394.0776877,0.21,2,2,1,354.669919,7.67E-05,0.000654385,3152556.32,0,19.949,6610110.614
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,197.0400746,5.11E-05,0.216758053,7537.955691,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,199.139609,5.13E-05,0.187689207,8795.013254,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,201.2267148,5.14E-05,0.163236631,10214.45364,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,203.3014658,5.16E-05,0.142569765,11810.64239,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,205.3639349,5.18E-05,0.125023115,13598.50649,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,207.4141949,5.19E-05,0.110060618,15593.50174,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,209.4523181,5.21E-05,0.097248258,17811.57768,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,211.4783764,5.23E-05,0.086232916,20269.14027,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,213.492441,5.25E-05,0.076725927,22983.01285,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,215.4945832,5.26E-05,0.068490241,25970.39554,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,217.4848733,5.28E-05,0.061330338,29248.82368,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,219.4633817,5.30E-05,0.055084266,32836.12544,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,221.4301779,5.32E-05,0.049617332,36750.37906,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,223.3853314,5.33E-05,0.04481707,41009.86996,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,225.3289111,5.35E-05,0.040589214,45633.04796,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,227.2609855,5.37E-05,0.036854463,50638.4851,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,229.1816227,5.39E-05,0.033545869,56044.83393,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,231.0908904,5.41E-05,0.030606716,61870.78681,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,232.9888559,5.42E-05,0.027988797,68135.0363,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,234.8755861,5.44E-05,0.025651005,74856.2367,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,236.7511475,5.46E-05,0.023558181,82052.96709,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,238.6156063,5.48E-05,0.021680158,89743.6958,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,240.4690281,5.50E-05,0.019990979,97946.74658,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,242.3114783,5.52E-05,0.018468247,106680.2664,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,244.1430219,5.54E-05,0.017092581,115962.1949,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,245.9637234,5.56E-05,0.015847168,125810.2361,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,247.7736469,5.58E-05,0.014717383,136241.8315,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,249.5728564,5.60E-05,0.013690474,147274.1347,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,251.3614151,5.62E-05,0.012755295,158923.9892,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,253.1393862,5.64E-05,0.011902077,171207.9066,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,254.9068324,5.66E-05,0.011122245,184142.0472,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,256.6638159,5.68E-05,0.010408249,197742.2028,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,258.4103986,5.70E-05,0.009753431,212023.7804,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,260.1466423,5.72E-05,0.009151905,227001.7886,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,261.8726079,5.74E-05,0.008598459,242690.8245,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,263.5883565,5.76E-05,0.008088465,259105.0637,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,265.2939484,5.78E-05,0.007617811,276258.2501,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,266.9894438,5.80E-05,0.007182832,294163.6888,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,268.6749025,5.82E-05,0.006780256,312834.2396,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,270.3503838,5.84E-05,0.006407159,332282.3115,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,272.0159469,5.86E-05,0.006060923,352519.8598,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,273.6716505,5.89E-05,0.005739197,373558.3829,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,275.3175529,5.91E-05,0.005439869,395408.9213,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,276.9537121,5.93E-05,0.005161039,418082.0574,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,278.5801858,5.95E-05,0.004900992,441587.916,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,280.1970313,5.97E-05,0.004658183,465936.1665,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,281.8043057,6.00E-05,0.004431211,491136.0251,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,283.4020656,6.02E-05,0.00421881,517196.2585,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,284.9903674,6.04E-05,0.004019831,544125.1881,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,286.5692669,6.07E-05,0.003833231,571930.695,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,288.1388199,6.09E-05,0.003658061,600620.2256,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,289.6990817,6.11E-05,0.003493457,630200.798,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,291.2501073,6.14E-05,0.003338632,660679.0083,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,292.7919514,6.16E-05,0.003192867,692061.0384,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,294.3246683,6.19E-05,0.003055505,724352.6637,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,295.8483121,6.21E-05,0.002925944,757559.261,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,297.3629364,6.23E-05,0.002803635,791685.817,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,298.8685947,6.26E-05,0.002688071,826736.9378,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,300.36534,6.29E-05,0.002578789,862716.8571,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,301.8532251,6.31E-05,0.002475362,899629.4464,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,303.3323025,6.34E-05,0.002377399,937478.2244,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,304.8026242,6.36E-05,0.002284536,976266.3667,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,306.2642421,6.39E-05,0.002196443,1015996.716,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,307.7172078,6.42E-05,0.002112809,1056671.792,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,309.1615725,6.44E-05,0.002033352,1098293.801,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,310.597387,6.47E-05,0.001957808,1140864.65,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,312.0247019,6.50E-05,0.001885934,1184385.951,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,313.4435677,6.53E-05,0.001817504,1228859.035,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,314.8540343,6.55E-05,0.001752309,1274284.964,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,316.2561515,6.58E-05,0.001690155,1320664.539,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,317.6499685,6.61E-05,0.001630861,1367998.31,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,319.0355347,6.64E-05,0.00157426,1416286.589,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,320.4128988,6.67E-05,0.001520196,1465529.459,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,321.7821095,6.70E-05,0.001468522,1515726.785,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,323.1432148,6.73E-05,0.001419104,1566878.223,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,324.4962629,6.76E-05,0.001371814,1618983.234,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,325.8413014,6.79E-05,0.001326536,1672041.088,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,327.1783778,6.82E-05,0.001283157,1726050.883,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,328.5075392,6.86E-05,0.001241576,1781011.547,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,329.8288323,6.89E-05,0.001201696,1836921.853,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,331.1423039,6.92E-05,0.001163425,1893780.427,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,332.4480002,6.96E-05,0.00112668,1951585.762,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,333.7459673,6.99E-05,0.00109138,2010336.22,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,335.0362508,7.02E-05,0.001057452,2070030.052,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,336.3188963,7.06E-05,0.001024824,2130665.399,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,337.593949,7.10E-05,0.000993432,2192240.308,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,338.8614538,7.13E-05,0.000963212,2254752.739,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,340.1214555,7.17E-05,0.000934108,2318200.576,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,341.3739983,7.21E-05,0.000906063,2382581.637,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,342.6191266,7.24E-05,0.000879026,2447893.683,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,343.8568842,7.28E-05,0.000852948,2514134.427,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,345.0873146,7.32E-05,0.000827783,2581301.547,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,346.3104613,7.36E-05,0.000803488,2649392.693,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,347.5263675,7.41E-05,0.000780021,2718405.501,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,348.7350759,7.45E-05,0.000757343,2788337.597,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,349.9366292,7.49E-05,0.000735417,2859186.614,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,351.1310697,7.53E-05,0.000714209,2930950.196,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,352.3184395,7.58E-05,0.000693685,3003626.017,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,353.4987805,7.62E-05,0.000673814,3077211.782,2.899,20.079,6608356.187
R 1132 (Z),64.03,394.0801493,0.21,2,2,1,354.6721343,7.67E-05,0.000654566,3151705.247,2.899,20.079,6608356.187
R 1132a,64.03,302.4090098,0.136,2,2,1,151.2045049,5.22E-05,0.137027024,9137.974274,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,152.8156444,5.23E-05,0.120026555,10538.25955,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,154.4172466,5.25E-05,0.105557089,12101.96461,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,156.0093678,5.27E-05,0.093188278,13841.63174,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,157.5920642,5.29E-05,0.082571051,15770.13885,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,159.1653917,5.30E-05,0.073420869,17900.66627,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,160.7294055,5.32E-05,0.065504692,20246.6627,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,162.284161,5.34E-05,0.058630791,22821.81034,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,163.8297129,5.36E-05,0.052640728,25639.98986,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,165.3661156,5.37E-05,0.047403022,28715.24502,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,166.8934234,5.39E-05,0.042808115,32061.74764,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,168.41169,5.41E-05,0.038764357,35693.7628,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,169.920969,5.43E-05,0.035194789,39625.61466,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,171.4213137,5.45E-05,0.032034548,43871.65303,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,172.9127768,5.47E-05,0.029228773,48446.22087,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,174.395411,5.48E-05,0.026730903,53363.62278,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,175.8692685,5.50E-05,0.024501291,58638.09475,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,177.3344013,5.52E-05,0.022506067,64283.77516,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,178.790861,5.54E-05,0.020716208,70314.67712,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,180.238699,5.56E-05,0.019106771,76744.66224,1.854,19.76,5036581.98
R 1132a,64.03,302.4090098,0.136,2,2,1,181.6779663,5.58E-05,0.017656254,83587.41593,1.854,19.76,5036581.98
